posted to 06 on 051597 returned on 100897 146
posted to 01 on 072897 returned on 080197 4
posted to 02 on 072897 returned on 082597 28
posted to 05 on 072897 returned on 080597 8
posted to 06 on 072897 returned on 080597 8
posted to 07 on 072897 returned on 102497 88
posted to 08 on 072897 returned on 072897 0
posted to 09 on 072897 returned on 072897 0
posted to 10 on 072897 returned on 080197 4
posted to 01 on 082797 returned on 090997 13
posted to 02 on 082797 returned on 092697 30
posted to 05 on 082797 returned on 091597 19
posted to 06 on 082797 returned on 093097 34
posted to 08 on 082797 returned on 092697 30
posted to 11 on 082797 returned on 091297 16
posted to 02 on 090597 returned on 092697 21
posted to 16 on 090597 returned on 091597 10
posted to 15 on 092397 returned on 092697 3
posted to 13 on 092497 returned on 100697 12
posted to 08 on 100197 returned on 100197 0
posted to 09 on 100197 returned on 100697 5
posted to 01 on 100697 returned on 100697 0
posted to 01 on 100897 returned on 102497 16
posted to 03 on 100897 returned on 102097 12
posted to 02 on 102297 returned on 102997 7
posted to 07 on 102297 returned on 102497 2
posted to 09 on 111097 returned on 111197 1
posted to 08 on 111197 returned on 111197 0
posted to 06 on 111197 returned on 111297 1
posted to 07 on 111297 returned on 111497 2
posted to 07 on 051597 returned on 111797 186
posted to 01 on 111497 returned on 111997 5
posted to 11 on 100897 returned on 112197 44
posted to 11 on 100197 returned on 112197 51
posted to 11 on 102297 returned on 112197 30
posted to 09 on 112197 returned on 112497 3
posted to 13 on 112197 returned on 112497 3
posted to 01 on 112197 returned on 112497 3
posted to 02 on 112197 returned on 112497 3
posted to 02 on 103197 returned on 112497 24
posted to 08 on 112597 returned on 112597 0
posted to 02 on 112597 returned on 120897 13
posted to 03 on 111997 returned on 120897 19
posted to 14 on 111997 returned on 120897 19
posted to 18 on 111197 returned on 120897 27
posted to 11 on 112197 returned on 120897 17
posted to 09 on 120897 returned on 120897 0
posted to 02 on 120897 returned on 120997 1
posted to 09 on 121297 returned on 121297 0
posted to 15 on 121297 returned on 121597 3
posted to 01 on 121797 returned on 121997 2
posted to 02 on 121297 returned on 010698 25
posted to 02 on 010798 returned on 010998 2
posted to 06 on 011698 returned on 011698 0
posted to 09 on 011698 returned on 011698 0
posted to 02 on 011698 returned on 012398 7
posted to tve on 012698 returned on 012698 0
posted to 15 on 012398 returned on 012798 4
posted to 13 on 011698 returned on 012898 12
posted to 06 on 012698 returned on 013098 4
posted to 02 on 020298 returned on 020298 0
posted to 13 on 020298 returned on 020298 0
posted to 06 on 112597 returned on 020998 76
posted to 06 on 020998 returned on 020998 0
posted to 06 on 120897 returned on 020998 63
posted to 07 on 020998 returned on 020998 0
posted to 02 on 100197 returned on 021198 133
posted to 02 on 021298 returned on 021398 1
posted to 15 on 022098 returned on 022398 3
posted to 14 on 021298 returned on 022798 15
posted to 01 on 022798 returned on 030298 3
posted to 06 on 112197 returned on 030298 101
posted to 05 on 020398 returned on 030298 27
posted to 13 on 010798 returned on 030398 55
posted to 02 on 022798 returned on 030498 5
posted to 16 on 112197 returned on 030498 103
posted to 13 on 031098 returned on 031098 0
posted to 01 on 031098 returned on 031098 0
posted to 02 on 031398 returned on 031898 5
posted to tve on 031398 returned on 031898 5
posted to 01 on 031398 returned on 032098 7
posted to 06 on 032098 returned on 032398 3
posted to 08 on 033198 returned on 033198 0
posted to 02 on 033098 returned on 040198 2
posted to 03 on 051597 returned on 040398 323
posted to 09 on 040698 returned on 040698 0
posted to 10 on 020998 returned on 040798 57
posted to 18 on 020998 returned on 040798 57
posted to 18 on 030498 returned on 040798 34
posted to 01 on 040698 returned on 040898 2
posted to 14 on 112597 returned on 041398 139
posted to 13 on 041398 returned on 041398 0
posted to 01 on 041398 returned on 041498 1
posted to 08 on 041398 returned on 041498 1
posted to 03 on 033198 returned on 041498 14
posted to 02 on 041498 returned on 041798 3
posted to 02 on 041398 returned on 041798 4
posted to 20 on 040698 returned on 041798 11
posted to 20 on 031398 returned on 041798 35
posted to 20 on 041398 returned on 041798 4
posted to 19 on 041498 returned on 041798 3
posted to 08 on 042298 returned on 042298 0
posted to 02 on 042298 returned on 042298 0
posted to tve on 042298 returned on 042298 0
posted to 15 on 041398 returned on 042998 16
posted to 10 on 041398 returned on 050498 21
posted to 10 on 041498 returned on 050498 20
posted to 06 on 041398 returned on 050598 22
posted to 13 on 051198 returned on 051298 1
posted to 07 on 051198 returned on 051298 1
posted to 06 on 051398 returned on 051398 0
posted to 07 on 051398 returned on 051398 0
posted to 18 on 112197 returned on 051598 175
posted to 18 on 041398 returned on 051598 32
posted to 02 on 051598 returned on 051598 0
posted to 09 on 052098 returned on 052298 2
posted to 19 on 052298 returned on 052298 0
posted to 02 on 052298 returned on 052298 0
posted to 06 on 052298 returned on 052298 0
posted to 11 on 051398 returned on 052798 14
posted to 02 on 052698 returned on 052798 1
posted to 01 on 052298 returned on 052998 7
posted to 07 on 052998 returned on 052998 0
posted to 20 on 052998 returned on 060198 3
posted to 02 on 060198 returned on 060198 0
posted to 20 on 060198 returned on 060298 1
posted to 08 on 060198 returned on 060398 2
posted to 13 on 060598 returned on 060898 3
posted to 06 on 060598 returned on 060898 3
posted to 20 on 060598 returned on 060898 3
posted to 15 on 060598 returned on 061098 5
posted to 01 on 060598 returned on 061298 7
posted to 02 on 061298 returned on 061298 0
posted to 16 on 060198 returned on 061698 15
posted to 03 on 060598 returned on 061698 11
posted to 19 on 061798 returned on 062298 5
posted to 21 on 061798 returned on 062298 5
posted to 14 on 020398 returned on 062298 139
posted to 02 on 062398 returned on 062998 6
posted to 09 on 062398 returned on 062998 6
posted to 06 on 070198 returned on 070198 0
posted to 09 on 070198 returned on 070198 0
posted to 02 on 070198 returned on 070698 5
posted to 06 on 070898 returned on 071098 2
posted to 19 on 062998 returned on 071098 11
posted to 07 on 071498 returned on 071498 0
posted to 06 on 071498 returned on 071598 1
posted to 22 on 071498 returned on 071598 1
posted to 06 on 072098 returned on 072198 1
posted to 09 on 072198 returned on 072498 3
posted to 21 on 072198 returned on 072498 3
posted to 01 on 072198 returned on 072498 3
posted to 01 on 072498 returned on 072498 0
posted to 02 on 072198 returned on 072798 6
posted to tve on 072898 returned on 073198 3
posted to 02 on 072498 returned on 073198 7
posted to 21 on 072898 returned on 073198 3
posted to 11 on 073198 returned on 080798 7
posted to 02 on 080798 returned on 080798 0
posted to 15 on 080798 returned on 081498 7
posted to 02 on 081498 returned on 081498 0
posted to 08 on 081798 returned on 081798 0
posted to 09 on 081798 returned on 081798 0
posted to 11 on 081798 returned on 081898 1
posted to 13 on 081498 returned on 081898 4
posted to 01 on 081498 returned on 081898 4
posted to 06 on 081498 returned on 081898 4
posted to 06 on 081798 returned on 081898 1
posted to 02 on 081798 returned on 081898 1
posted to 08 on 081498 returned on 081898 4
posted to 11 on 080798 returned on 081898 11
posted to 16 on 081798 returned on 082498 7
posted to 02 on 082598 returned on 082698 1
posted to 22 on 081498 returned on 082698 12
posted to 19 on 082598 returned on 082898 3
posted to 19 on 082698 returned on 082898 2
posted to tve on 082698 returned on 082898 2
posted to 01 on 083198 returned on 090198 1
posted to 16 on 061798 returned on 090198 76
posted to 16 on 051598 returned on 090198 109
posted to 16 on 070198 returned on 090298 63
posted to 21 on 082898 returned on 090298 5
posted to 02 on 090498 returned on 090898 4
posted to 01 on 090498 returned on 090898 4
posted to 15 on 083198 returned on 091498 14
posted to 06 on 091698 returned on 091698 0
posted to 15 on 091698 returned on 091898 2
posted to 02 on 091898 returned on 092198 3
posted to 02 on 092198 returned on 092198 0
posted to 02 on 091698 returned on 092298 6
posted to 09 on 091898 returned on 092398 5
posted to 16 on 092198 returned on 092398 2
posted to 21 on 092398 returned on 092498 1
posted to 02 on 092398 returned on 092498 1
posted to 11 on 091898 returned on 092998 11
posted to 11 on 092398 returned on 093098 7
posted to 10 on 092498 returned on 093098 6
posted to 15 on 091898 returned on 100698 18
posted to 15 on 100598 returned on 100698 1
posted to 01 on 100598 returned on 100798 2
posted to 07 on 100698 returned on 100798 1
posted to 08 on 100698 returned on 101298 6
posted to 01 on 101298 returned on 101298 0
posted to 11 on 100598 returned on 101398 8
posted to 21 on 101398 returned on 101398 0
posted to 11 on 101298 returned on 101498 2
posted to 02 on 101398 returned on 101498 1
posted to 02 on 100698 returned on 101498 8
posted to 13 on 101498 returned on 101498 0
posted to 02 on 101498 returned on 101698 2
posted to 19 on 101398 returned on 101698 3
posted to 06 on 101998 returned on 102098 1
posted to tve on 101398 returned on 102098 7
posted to 22 on 101298 returned on 102098 8
posted to 22 on 101398 returned on 102098 7
posted to 01 on 102198 returned on 102398 2
posted to 14 on 100698 returned on 102398 17
posted to 07 on 101298 returned on 102698 14
